Time ms,ADXL X Acceleration,ADXL Y Acceleration,ADXL Z Acceleration,Altitude m
2.02,-14.406,0,0,640.6
2.03,-14.397,0,0,642.11
2.04,-14.388,0,0,643.63
2.05,-14.379,0,0,645.14
2.06,-14.371,0,0,646.66
2.07,-14.362,0,0,648.17
2.08,-14.353,0,0,649.68
2.09,-14.345,0,0,651.19
2.1,-14.336,0,0,652.69
2.11,-14.328,0,0,654.2
2.12,-14.319,0,0,655.7
2.13,-14.31,0,0,657.21
2.14,-14.302,0,0,658.71
2.15,-14.293,0,0,660.21
2.16,-14.285,0,0,661.71
2.17,-14.276,0,0,663.2
2.18,-14.268,0,0,664.7
2.19,-14.259,0,0,666.19
2.2,-14.251,0,0,667.69
2.21,-14.242,0,0,669.18
2.22,-14.234,0,0,670.67
2.23,-14.225,0,0,672.16
2.24,-14.217,0,0,673.64
2.25,-14.209,0,0,675.13
2.26,-14.2,0,0,676.61
2.27,-14.192,0,0,678.1
2.28,-14.183,0,0,679.58
2.29,-14.175,0,0,681.06
2.3,-14.167,0,0,682.54
2.31,-14.158,0,0,684.01
2.32,-14.15,0,0,685.49
2.33,-14.142,0,0,686.96
2.34,-14.133,0,0,688.44
2.35,-14.125,0,0,689.91
2.36,-14.117,0,0,691.38
2.37,-14.108,0,0,692.85
2.38,-14.1,0,0,694.32
2.39,-14.092,0,0,695.78
2.4,-14.084,0,0,697.25
2.41,-14.075,0,0,698.71
2.42,-14.067,0,0,700.17
2.43,-14.059,0,0,701.63
2.44,-14.051,0,0,703.09
2.45,-14.043,0,0,704.55
2.46,-14.035,0,0,706
2.47,-14.026,0,0,707.46
2.48,-14.018,0,0,708.91
2.49,-14.01,0,0,710.36
2.5,-14.002,0,0,711.81
2.51,-13.994,0,0,713.26
2.52,-13.986,0,0,714.71
2.53,-13.978,0,0,716.16
2.54,-13.97,0,0,717.6
2.55,-13.962,0,0,719.05
2.56,-13.954,0,0,720.49
2.57,-13.946,0,0,721.93
2.58,-13.938,0,0,723.37
2.59,-13.93,0,0,724.81
2.6,-13.922,0,0,726.24
2.61,-13.914,0,0,727.68
2.62,-13.906,0,0,729.11
2.63,-13.898,0,0,730.54
2.64,-13.89,0,0,731.98
2.65,-13.882,0,0,733.4
2.66,-13.874,0,0,734.83
2.67,-13.866,0,0,736.26
2.68,-13.858,0,0,737.69
2.69,-13.85,0,0,739.11
2.7,-13.843,0,0,740.53
2.71,-13.835,0,0,741.95
2.72,-13.827,0,0,743.37
2.73,-13.819,0,0,744.79
2.74,-13.811,0,0,746.21
2.75,-13.804,0,0,747.62
2.76,-13.796,0,0,749.04
2.77,-13.788,0,0,750.45
2.78,-13.78,0,0,751.86
2.79,-13.772,0,0,753.27
2.8,-13.765,0,0,754.68
2.81,-13.757,0,0,756.09
2.82,-13.749,0,0,757.5
2.83,-13.742,0,0,758.9
2.84,-13.734,0,0,760.3
2.85,-13.726,0,0,761.71
2.86,-13.719,0,0,763.11
2.87,-13.711,0,0,764.51
2.88,-13.703,0,0,765.9
2.89,-13.696,0,0,767.3
2.9,-13.688,0,0,768.7
2.91,-13.68,0,0,770.09
2.92,-13.673,0,0,771.48
2.93,-13.665,0,0,772.87
2.94,-13.658,0,0,774.26
2.95,-13.65,0,0,775.65
2.96,-13.643,0,0,777.04
2.97,-13.635,0,0,778.42
2.98,-13.627,0,0,779.81
2.99,-13.62,0,0,781.19
3,-13.612,0,0,782.57
3.01,-13.605,0,0,783.95
3.02,-13.597,0,0,785.33
3.03,-13.59,0,0,786.71
3.04,-13.583,0,0,788.08
3.05,-13.575,0,0,789.46
3.06,-13.568,0,0,790.83
3.07,-13.56,0,0,792.2
3.08,-13.553,0,0,793.57
3.09,-13.545,0,0,794.94
3.1,-13.538,0,0,796.31
3.11,-13.531,0,0,797.68
3.12,-13.523,0,0,799.04
3.13,-13.516,0,0,800.41
3.14,-13.509,0,0,801.77
3.15,-13.501,0,0,803.13
3.16,-13.494,0,0,804.49
3.17,-13.487,0,0,805.85
3.18,-13.479,0,0,807.21
3.19,-13.472,0,0,808.56
3.2,-13.465,0,0,809.92
3.21,-13.458,0,0,811.27
3.22,-13.45,0,0,812.62
3.23,-13.443,0,0,813.97
3.24,-13.436,0,0,815.32
3.25,-13.429,0,0,816.67
3.26,-13.421,0,0,818.01
3.27,-13.414,0,0,819.36
3.28,-13.407,0,0,820.7
3.29,-13.4,0,0,822.04
3.3,-13.393,0,0,823.39
3.31,-13.385,0,0,824.72
3.32,-13.378,0,0,826.06
3.33,-13.371,0,0,827.4
3.34,-13.364,0,0,828.74
3.35,-13.357,0,0,830.07
3.36,-13.35,0,0,831.4
3.37,-13.343,0,0,832.73
3.38,-13.336,0,0,834.06
3.39,-13.329,0,0,835.39
3.4,-13.322,0,0,836.72
3.41,-13.315,0,0,838.05
3.42,-13.307,0,0,839.37
3.43,-13.3,0,0,840.7
3.44,-13.293,0,0,842.02
3.45,-13.286,0,0,843.34
3.46,-13.279,0,0,844.66
3.47,-13.272,0,0,845.98
3.48,-13.266,0,0,847.29
3.49,-13.259,0,0,848.61
3.5,-13.252,0,0,849.92
3.51,-13.245,0,0,851.24
3.52,-13.238,0,0,852.55
3.53,-13.231,0,0,853.86
3.54,-13.224,0,0,855.17
3.55,-13.217,0,0,856.48
3.56,-13.21,0,0,857.78
3.57,-13.203,0,0,859.09
3.58,-13.196,0,0,860.39
3.59,-13.19,0,0,861.69
3.6,-13.183,0,0,862.99
3.61,-13.176,0,0,864.29
3.62,-13.169,0,0,865.59
3.63,-13.162,0,0,866.89
3.64,-13.155,0,0,868.19
3.65,-13.149,0,0,869.48
3.66,-13.142,0,0,870.77
3.67,-13.135,0,0,872.06
3.68,-13.128,0,0,873.36
3.69,-13.122,0,0,874.64
3.7,-13.115,0,0,875.93
3.71,-13.108,0,0,877.22
3.72,-13.101,0,0,878.5
3.73,-13.095,0,0,879.79
3.74,-13.088,0,0,881.07
3.75,-13.081,0,0,882.35
3.76,-13.075,0,0,883.63
3.77,-13.068,0,0,884.91
3.78,-13.061,0,0,886.19
3.79,-13.055,0,0,887.46
3.8,-13.048,0,0,888.74
3.81,-13.041,0,0,890.01
3.82,-13.035,0,0,891.29
3.83,-13.028,0,0,892.56
3.84,-13.022,0,0,893.83
3.85,-13.015,0,0,895.09
3.86,-13.008,0,0,896.36
3.87,-13.002,0,0,897.63
3.88,-12.995,0,0,898.89
3.89,-12.989,0,0,900.15
3.9,-12.982,0,0,901.42
3.91,-12.976,0,0,902.68
3.92,-12.969,0,0,903.94
3.93,-12.963,0,0,905.19
3.94,-12.956,0,0,906.45
3.95,-12.95,0,0,907.71
3.96,-12.943,0,0,908.96
3.97,-12.937,0,0,910.21
3.98,-12.93,0,0,911.46
3.99,-12.924,0,0,912.71
4,-12.917,0,0,913.96
4.01,-12.911,0,0,915.21
4.02,-12.905,0,0,916.46
4.03,-12.898,0,0,917.7
4.04,-12.892,0,0,918.95
4.05,-12.885,0,0,920.19
4.06,-12.879,0,0,921.43
4.07,-12.873,0,0,922.67
4.08,-12.866,0,0,923.91
4.09,-12.86,0,0,925.15
4.1,-12.854,0,0,926.38
4.11,-12.847,0,0,927.62
4.12,-12.841,0,0,928.85
4.13,-12.835,0,0,930.08
4.14,-12.828,0,0,931.31
4.15,-12.822,0,0,932.54
4.16,-12.816,0,0,933.77
4.17,-12.809,0,0,935
4.18,-12.803,0,0,936.22
4.19,-12.797,0,0,937.45
4.2,-12.791,0,0,938.67
4.21,-12.784,0,0,939.89
4.22,-12.778,0,0,941.11
4.23,-12.772,0,0,942.33
4.24,-12.766,0,0,943.55
4.25,-12.76,0,0,944.77
4.26,-12.753,0,0,945.98
4.27,-12.747,0,0,947.2
4.28,-12.741,0,0,948.41
4.29,-12.735,0,0,949.62
4.3,-12.729,0,0,950.83
4.31,-12.723,0,0,952.04
4.32,-12.717,0,0,953.25
4.33,-12.71,0,0,954.46
4.34,-12.704,0,0,955.66
4.35,-12.698,0,0,956.86
4.36,-12.692,0,0,958.07
4.37,-12.686,0,0,959.27
4.38,-12.68,0,0,960.47
4.39,-12.674,0,0,961.67
4.4,-12.668,0,0,962.87
4.41,-12.662,0,0,964.06
4.42,-12.656,0,0,965.26
4.43,-12.65,0,0,966.45
4.44,-12.644,0,0,967.64
4.45,-12.638,0,0,968.83
4.46,-12.632,0,0,970.03
4.47,-12.626,0,0,971.21
4.48,-12.62,0,0,972.4
4.49,-12.614,0,0,973.59
4.5,-12.608,0,0,974.77
4.51,-12.602,0,0,975.96
4.52,-12.596,0,0,977.14
4.53,-12.59,0,0,978.32
4.54,-12.584,0,0,979.5
4.55,-12.578,0,0,980.68
4.56,-12.572,0,0,981.86
4.57,-12.566,0,0,983.03
4.58,-12.56,0,0,984.21
4.59,-12.555,0,0,985.38
4.6,-12.549,0,0,986.55
4.61,-12.543,0,0,987.73
4.62,-12.537,0,0,988.9
4.63,-12.531,0,0,990.06
4.64,-12.525,0,0,991.23
4.65,-12.52,0,0,992.4
4.66,-12.514,0,0,993.56
4.67,-12.508,0,0,994.73
4.68,-12.502,0,0,995.89
4.69,-12.496,0,0,997.05
4.7,-12.491,0,0,998.21
4.71,-12.485,0,0,999.37
4.72,-12.479,0,0,1000.5
4.73,-12.473,0,0,1001.7
4.74,-12.467,0,0,1002.8
4.75,-12.462,0,0,1004
4.76,-12.456,0,0,1005.1
4.77,-12.45,0,0,1006.3
4.78,-12.445,0,0,1007.4
4.79,-12.439,0,0,1008.6
4.8,-12.433,0,0,1009.7
4.81,-12.428,0,0,1010.9
4.82,-12.422,0,0,1012
4.83,-12.416,0,0,1013.2
4.84,-12.411,0,0,1014.3
4.85,-12.405,0,0,1015.5
4.86,-12.399,0,0,1016.6
4.87,-12.394,0,0,1017.7
4.88,-12.388,0,0,1018.9
4.89,-12.382,0,0,1020
4.9,-12.377,0,0,1021.1
4.91,-12.371,0,0,1022.3
4.92,-12.366,0,0,1023.4
4.93,-12.36,0,0,1024.5
4.94,-12.354,0,0,1025.7
4.95,-12.349,0,0,1026.8
4.96,-12.343,0,0,1027.9
4.97,-12.338,0,0,1029.1
4.98,-12.332,0,0,1030.2
4.99,-12.327,0,0,1031.3
5,-12.321,0,0,1032.4
5.01,-12.316,0,0,1033.6
5.02,-12.31,0,0,1034.7
5.03,-12.305,0,0,1035.8
5.04,-12.299,0,0,1036.9
5.05,-12.294,0,0,1038
5.06,-12.288,0,0,1039.1
5.07,-12.283,0,0,1040.3
5.08,-12.277,0,0,1041.4
5.09,-12.272,0,0,1042.5
5.1,-12.266,0,0,1043.6
5.11,-12.261,0,0,1044.7
5.12,-12.256,0,0,1045.8
5.13,-12.25,0,0,1046.9
5.14,-12.245,0,0,1048
5.15,-12.239,0,0,1049.1
5.16,-12.234,0,0,1050.2
5.17,-12.229,0,0,1051.3
5.18,-12.223,0,0,1052.4
5.19,-12.218,0,0,1053.5
5.2,-12.213,0,0,1054.6
5.21,-12.207,0,0,1055.7
5.22,-12.202,0,0,1056.8
5.23,-12.197,0,0,1057.9
5.24,-12.191,0,0,1059
5.25,-12.186,0,0,1060.1
5.26,-12.181,0,0,1061.2
5.27,-12.175,0,0,1062.3
5.28,-12.17,0,0,1063.4
5.29,-12.165,0,0,1064.5
5.3,-12.16,0,0,1065.5
5.31,-12.154,0,0,1066.6
5.32,-12.149,0,0,1067.7
5.33,-12.144,0,0,1068.8
5.34,-12.139,0,0,1069.9
5.35,-12.133,0,0,1071
5.36,-12.128,0,0,1072
5.37,-12.123,0,0,1073.1
5.38,-12.118,0,0,1074.2
5.39,-12.112,0,0,1075.3
5.4,-12.107,0,0,1076.3
5.41,-12.102,0,0,1077.4
5.42,-12.097,0,0,1078.5
5.43,-12.092,0,0,1079.5
5.44,-12.087,0,0,1080.6
5.45,-12.081,0,0,1081.7
5.46,-12.076,0,0,1082.8
5.47,-12.071,0,0,1083.8
5.48,-12.066,0,0,1084.9
5.49,-12.061,0,0,1085.9
5.5,-12.056,0,0,1087
5.51,-12.051,0,0,1088.1
5.52,-12.046,0,0,1089.1
5.53,-12.041,0,0,1090.2
5.54,-12.036,0,0,1091.2
5.55,-12.03,0,0,1092.3
5.56,-12.025,0,0,1093.4
5.57,-12.02,0,0,1094.4
5.58,-12.015,0,0,1095.5
5.59,-12.01,0,0,1096.5
5.6,-12.005,0,0,1097.6
5.61,-12,0,0,1098.6
5.62,-11.995,0,0,1099.7
5.63,-11.99,0,0,1100.7
5.64,-11.985,0,0,1101.7
5.65,-11.98,0,0,1102.8
5.66,-11.975,0,0,1103.8
5.67,-11.97,0,0,1104.9
5.68,-11.965,0,0,1105.9
5.69,-11.96,0,0,1107
5.7,-11.955,0,0,1108
5.71,-11.95,0,0,1109
5.72,-11.946,0,0,1110.1
5.73,-11.941,0,0,1111.1
5.74,-11.936,0,0,1112.1
5.75,-11.931,0,0,1113.2
5.76,-11.926,0,0,1114.2
5.77,-11.921,0,0,1115.2
5.78,-11.916,0,0,1116.2
5.79,-11.911,0,0,1117.3
5.8,-11.906,0,0,1118.3
5.81,-11.901,0,0,1119.3
5.82,-11.897,0,0,1120.3
5.83,-11.892,0,0,1121.4
5.84,-11.887,0,0,1122.4
5.85,-11.882,0,0,1123.4
5.86,-11.877,0,0,1124.4
5.87,-11.872,0,0,1125.4
5.88,-11.868,0,0,1126.5
5.89,-11.863,0,0,1127.5
5.9,-11.858,0,0,1128.5
5.91,-11.853,0,0,1129.5
5.92,-11.848,0,0,1130.5
5.93,-11.844,0,0,1131.5
5.94,-11.839,0,0,1132.5
5.95,-11.834,0,0,1133.5
5.96,-11.829,0,0,1134.6
5.97,-11.825,0,0,1135.6
5.98,-11.82,0,0,1136.6
5.99,-11.815,0,0,1137.6
6,-11.81,0,0,1138.6
6.01,-11.806,0,0,1139.6
6.02,-11.801,0,0,1140.6
6.03,-11.796,0,0,1141.6
6.04,-11.792,0,0,1142.6
6.05,-11.787,0,0,1143.6
6.06,-11.782,0,0,1144.6
6.07,-11.778,0,0,1145.5
6.08,-11.773,0,0,1146.5
6.09,-11.768,0,0,1147.5
6.1,-11.764,0,0,1148.5
6.11,-11.759,0,0,1149.5
6.12,-11.754,0,0,1150.5
6.13,-11.75,0,0,1151.5
6.14,-11.745,0,0,1152.5
6.15,-11.741,0,0,1153.5
6.16,-11.736,0,0,1154.4
6.17,-11.731,0,0,1155.4
6.18,-11.727,0,0,1156.4
6.19,-11.722,0,0,1157.4
6.2,-11.718,0,0,1158.4
6.21,-11.713,0,0,1159.3
6.22,-11.708,0,0,1160.3
6.23,-11.704,0,0,1161.3
6.24,-11.699,0,0,1162.3
6.25,-11.695,0,0,1163.2
6.26,-11.69,0,0,1164.2
6.27,-11.686,0,0,1165.2
6.28,-11.681,0,0,1166.1
6.29,-11.677,0,0,1167.1
6.3,-11.672,0,0,1168.1
6.31,-11.668,0,0,1169
6.32,-11.663,0,0,1170
6.33,-11.659,0,0,1171
6.34,-11.654,0,0,1171.9
6.35,-11.65,0,0,1172.9
6.36,-11.645,0,0,1173.9
6.37,-11.641,0,0,1174.8
6.38,-11.636,0,0,1175.8
6.39,-11.632,0,0,1176.7
6.4,-11.628,0,0,1177.7
6.41,-11.623,0,0,1178.6
6.42,-11.619,0,0,1179.6
6.43,-11.614,0,0,1180.5
6.44,-11.61,0,0,1181.5
6.45,-11.606,0,0,1182.4
6.46,-11.601,0,0,1183.4
6.47,-11.597,0,0,1184.3
6.48,-11.592,0,0,1185.3
6.49,-11.588,0,0,1186.2
6.5,-11.584,0,0,1187.2
6.51,-11.579,0,0,1188.1
6.52,-11.575,0,0,1189.1
6.53,-11.571,0,0,1190
6.54,-11.566,0,0,1190.9
6.55,-11.562,0,0,1191.9
6.56,-11.558,0,0,1192.8
6.57,-11.553,0,0,1193.7
6.58,-11.549,0,0,1194.7
6.59,-11.545,0,0,1195.6
6.6,-11.54,0,0,1196.5
6.61,-11.536,0,0,1197.5
6.62,-11.532,0,0,1198.4
6.63,-11.528,0,0,1199.3
6.64,-11.523,0,0,1200.3
6.65,-11.519,0,0,1201.2
6.66,-11.515,0,0,1202.1
6.67,-11.511,0,0,1203
6.68,-11.506,0,0,1204
6.69,-11.502,0,0,1204.9
6.7,-11.498,0,0,1205.8
6.71,-11.494,0,0,1206.7
6.72,-11.489,0,0,1207.6
6.73,-11.485,0,0,1208.6
6.74,-11.481,0,0,1209.5
6.75,-11.477,0,0,1210.4
6.76,-11.473,0,0,1211.3
6.77,-11.469,0,0,1212.2
6.78,-11.464,0,0,1213.1
6.79,-11.46,0,0,1214
6.8,-11.456,0,0,1214.9
6.81,-11.452,0,0,1215.9
6.82,-11.448,0,0,1216.8
6.83,-11.444,0,0,1217.7
6.84,-11.439,0,0,1218.6
6.85,-11.435,0,0,1219.5
6.86,-11.431,0,0,1220.4
6.87,-11.427,0,0,1221.3
6.88,-11.423,0,0,1222.2
6.89,-11.419,0,0,1223.1
6.9,-11.415,0,0,1224
6.91,-11.411,0,0,1224.9
6.92,-11.407,0,0,1225.8
6.93,-11.403,0,0,1226.7
6.94,-11.399,0,0,1227.6
6.95,-11.395,0,0,1228.4
6.96,-11.39,0,0,1229.3
6.97,-11.386,0,0,1230.2
6.98,-11.382,0,0,1231.1
6.99,-11.378,0,0,1232
7,-11.374,0,0,1232.9
7.01,-11.37,0,0,1233.8
7.02,-11.366,0,0,1234.7
7.03,-11.362,0,0,1235.5
7.04,-11.358,0,0,1236.4
7.05,-11.354,0,0,1237.3
7.06,-11.35,0,0,1238.2
7.07,-11.346,0,0,1239.1
7.08,-11.342,0,0,1239.9
7.09,-11.338,0,0,1240.8
7.1,-11.334,0,0,1241.7
7.11,-11.331,0,0,1242.6
7.12,-11.327,0,0,1243.4
7.13,-11.323,0,0,1244.3
7.14,-11.319,0,0,1245.2
7.15,-11.315,0,0,1246
7.16,-11.311,0,0,1246.9
7.17,-11.307,0,0,1247.8
7.18,-11.303,0,0,1248.6
7.19,-11.299,0,0,1249.5
7.2,-11.295,0,0,1250.4
7.21,-11.291,0,0,1251.2
7.22,-11.288,0,0,1252.1
7.23,-11.284,0,0,1253
7.24,-11.28,0,0,1253.8
7.25,-11.276,0,0,1254.7
7.26,-11.272,0,0,1255.5
7.27,-11.268,0,0,1256.4
7.28,-11.264,0,0,1257.2
7.29,-11.261,0,0,1258.1
7.3,-11.257,0,0,1258.9
7.31,-11.253,0,0,1259.8
7.32,-11.249,0,0,1260.7
7.33,-11.245,0,0,1261.5
7.34,-11.241,0,0,1262.3
7.35,-11.238,0,0,1263.2
7.36,-11.234,0,0,1264
7.37,-11.23,0,0,1264.9
7.38,-11.226,0,0,1265.7
7.39,-11.223,0,0,1266.6
7.4,-11.219,0,0,1267.4
7.41,-11.215,0,0,1268.2
7.42,-11.211,0,0,1269.1
7.43,-11.208,0,0,1269.9
7.44,-11.204,0,0,1270.8
7.45,-11.2,0,0,1271.6
7.46,-11.196,0,0,1272.4
7.47,-11.193,0,0,1273.3
7.48,-11.189,0,0,1274.1
7.49,-11.185,0,0,1274.9
7.5,-11.182,0,0,1275.8
7.51,-11.178,0,0,1276.6
7.52,-11.174,0,0,1277.4
7.53,-11.17,0,0,1278.2
7.54,-11.167,0,0,1279.1
7.55,-11.163,0,0,1279.9
7.56,-11.159,0,0,1280.7
7.57,-11.156,0,0,1281.5
7.58,-11.152,0,0,1282.4
7.59,-11.148,0,0,1283.2
7.6,-11.145,0,0,1284
7.61,-11.141,0,0,1284.8
7.62,-11.138,0,0,1285.6
7.63,-11.134,0,0,1286.4
7.64,-11.13,0,0,1287.3
7.65,-11.127,0,0,1288.1
7.66,-11.123,0,0,1288.9
7.67,-11.12,0,0,1289.7
7.68,-11.116,0,0,1290.5
7.69,-11.112,0,0,1291.3
7.7,-11.109,0,0,1292.1
7.71,-11.105,0,0,1292.9
7.72,-11.102,0,0,1293.7
7.73,-11.098,0,0,1294.5
7.74,-11.095,0,0,1295.3
7.75,-11.091,0,0,1296.1
7.76,-11.087,0,0,1296.9
7.77,-11.084,0,0,1297.7
7.78,-11.08,0,0,1298.5
7.79,-11.077,0,0,1299.3
7.8,-11.073,0,0,1300.1
7.81,-11.07,0,0,1300.9
7.82,-11.066,0,0,1301.7
7.83,-11.063,0,0,1302.5
7.84,-11.059,0,0,1303.3
7.85,-11.056,0,0,1304.1
7.86,-11.052,0,0,1304.9
7.87,-11.049,0,0,1305.7
7.88,-11.045,0,0,1306.5
7.89,-11.042,0,0,1307.3
7.9,-11.038,0,0,1308
7.91,-11.035,0,0,1308.8
7.92,-11.032,0,0,1309.6
7.93,-11.028,0,0,1310.4
7.94,-11.025,0,0,1311.2
7.95,-11.021,0,0,1311.9
7.96,-11.018,0,0,1312.7
7.97,-11.014,0,0,1313.5
7.98,-11.011,0,0,1314.3
7.99,-11.008,0,0,1315.1
8,-11.004,0,0,1315.8
8.01,-11.001,0,0,1316.6
8.02,-10.997,0,0,1317.4
